account_id,disp_id,client_id,account_id_acct,district_id_bank,stmt_frq,date_acct,type_disp,loan_id,date_loan,amount,duration,payments,status,date_birth,district_id_client,card_id,type_card,min1,max1,mean1,mean6,response,has_card,idade,days_between
110,132,132,110,36,monthly,1996-07-17,owner,4990,1997-09-08,162576,36,4516.0,C,1953-01-26,36,21.0,classic,24338.0,900.0,45685.3794871795,45120.268292682944,1,1,44,418
1375,1663,1663,1375,19,monthly,1994-04-27,owner,5237,1995-08-29,45336,24,1889.0,A,1957-04-29,19,,,21091.0,800.0,48245.38192771085,47274.89038461539,1,0,38,489
785,939,939,785,21,weekly,1997-08-09,owner,5124,1998-02-12,156096,36,4336.0,C,1952-08-03,21,,,26715.0,93801.3,54612.537500000006,13707.5,1,0,45,187
11231,13495,13803,11231,1,monthly,1997-02-05,owner,7277,1997-10-24,89280,12,7440.0,A,1947-11-14,1,,,100028.0,99639.4,62604.58636363638,55489.15000000001,1,0,49,261
5256,6349,6349,5256,72,after_tr,1993-10-25,owner,6072,1994-05-10,193968,36,5388.0,A,1972-12-03,72,,,10300.0,90561.3,50664.60555555557,800.0,1,0,21,197
7562,9058,9366,7562,72,weekly,1995-01-17,owner,6540,1995-12-31,309600,48,6450.0,C,1975-06-26,72,,,112363.1,96761.6,56931.3039215686,59835.15999999999,1,0,20,348
9138,10942,11250,9138,26,monthly,1996-07-18,owner,6851,1997-06-03,272220,60,4537.0,D,1946-09-23,26,,,-625.1,9814.0,39906.734482758606,43389.9,0,0,50,320
440,530,530,440,29,monthly,1996-12-22,owner,5061,1998-03-13,84288,48,1756.0,C,1957-09-27,29,,,11439.0,9311.6,25191.5164556962,26546.43333333333,1,0,40,446
7815,9355,9663,7815,19,weekly,1995-04-09,owner,6589,1996-01-01,189696,24,7904.0,A,1945-09-24,19,,,102346.9,85244.9,53577.4506329114,56497.62068965508,1,0,50,267
7815,9356,9664,7815,19,weekly,1995-04-09,disponent,6589,1996-01-01,189696,24,7904.0,A,1944-11-13,19,,,102346.9,85244.9,53577.4506329114,56497.62068965508,1,0,51,267
7966,9538,9846,7966,54,monthly,1996-12-27,owner,6625,1997-09-07,473280,60,7888.0,D,1967-07-01,54,,,100598.4,96636.4,56668.16666666666,23967.257142857143,0,0,30,254
3161,3822,3822,3161,48,monthly,1996-08-26,owner,5620,1998-06-16,30012,12,2501.0,C,1953-11-26,48,,,104072.5,94617.5,45137.87422680411,36206.81499999999,1,0,44,659
4650,5606,5606,4650,4,monthly,1995-10-15,owner,5938,1996-08-25,402000,60,6700.0,C,1980-08-06,4,,,10090.4,5273.0,22560.13125000001,21085.391666666663,1,0,16,315
7181,8667,8667,7181,77,after_tr,1996-07-02,owner,6470,1998-05-17,49872,12,4156.0,C,1967-02-12,77,,,100483.0,96755.6,48729.068932038834,42827.17046979865,1,0,31,684
825,992,992,825,19,monthly,1996-03-06,owner,5134,1997-02-02,53076,12,4423.0,A,1948-05-21,19,164.0,classic,14576.1,65121.6,36074.40576923078,42216.427777777775,1,1,48,333
8411,10081,10389,8411,20,monthly,1994-12-02,owner,6715,1996-05-06,220620,60,3677.0,C,1943-08-15,20,,,1100.0,70272.7,37631.2638655462,41190.24025974025,1,0,52,521
9006,10785,11093,9006,40,weekly,1994-09-02,owner,6810,1996-06-08,186384,48,3883.0,C,1959-01-29,40,,,101116.3,97859.8,62685.94270270271,69563.19802631582,1,0,37,645
9828,11787,12095,9828,11,monthly,1993-05-20,owner,6996,1995-04-13,126600,24,5275.0,A,1939-02-27,47,,,17875.8,94043.3,47143.31811023621,48940.3893617021,1,0,56,693
1071,1286,1286,1071,68,weekly,1993-05-10,owner,5170,1994-01-20,253200,60,4220.0,C,1950-03-13,52,,,104417.9,90618.4,48868.412121212124,59739.37777777778,1,0,43,255
7606,9109,9417,7606,21,monthly,1995-03-15,owner,6545,1995-12-12,191880,60,3198.0,C,1949-03-08,21,,,112520.4,95610.8,48748.99718309855,49204.572000000015,1,0,46,272
873,1051,1051,873,73,monthly,1997-04-26,owner,5140,1998-02-24,178500,60,2975.0,C,1971-08-26,73,,,1000.0,9988.8,22400.989090909086,23263.733333333334,1,0,26,304
7765,9298,9606,7765,52,weekly,1994-07-10,owner,6578,1995-12-11,27984,12,2332.0,A,1949-02-16,52,,,10100.9,82352.4,30560.68857142856,32058.261538461546,1,0,46,519
7890,9447,9755,7890,23,monthly,1996-03-26,owner,6605,1997-10-14,79344,48,1653.0,C,1951-06-05,23,,,13993.0,6757.0,23626.281818181826,23016.485507246376,1,0,46,567
9730,11668,11976,9730,54,monthly,1997-01-01,owner,6984,1997-08-15,116040,60,1934.0,C,1939-10-27,54,,,11594.0,900.0,29121.574193548386,13229.12,1,0,57,226
9730,11669,11977,9730,54,monthly,1997-01-01,disponent,6984,1997-08-15,116040,60,1934.0,C,1944-07-01,54,,,11594.0,900.0,29121.574193548386,13229.12,1,0,53,226
9731,11670,11978,9731,54,after_tr,1994-12-01,owner,6985,1995-11-22,113796,36,3161.0,A,1971-10-09,54,,,21161.1,58022.1,37228.59230769231,41094.17200000001,1,0,24,356
9731,11671,11979,9731,54,after_tr,1994-12-01,disponent,6985,1995-11-22,113796,36,3161.0,A,1977-12-09,54,,,21161.1,58022.1,37228.59230769231,41094.17200000001,1,0,17,356
10445,12542,12850,10445,72,monthly,1996-05-29,owner,7139,1998-01-22,23412,12,1951.0,C,1955-08-26,72,1178.0,classic,12363.9,88158.1,53474.2170940171,51551.99879518073,1,1,42,603
10445,12543,12851,10445,72,monthly,1996-05-29,disponent,7139,1998-01-22,23412,12,1951.0,C,1957-09-27,72,,,12363.9,88158.1,53474.2170940171,51551.99879518073,1,0,40,603
1106,1327,1327,1106,20,weekly,1993-08-29,owner,5176,1994-11-12,192552,24,8023.0,B,1963-12-31,20,,,14710.2,9873.6,24194.86382978723,30770.64285714285,0,0,30,440
5283,6383,6383,5283,15,monthly,1997-09-18,owner,6078,1998-09-09,170832,48,3559.0,C,1970-01-07,15,,,100432.8,98925.0,64976.877966101696,63915.76499999999,1,0,28,356
10280,12335,12643,10280,69,monthly,1996-12-01,owner,7100,1997-12-31,348120,60,5802.0,C,1962-07-20,69,1167.0,classic,101733.4,97319.4,58399.845,65847.17586206897,1,1,35,395
10613,12743,13051,10613,55,monthly,1997-11-04,owner,7164,1998-08-15,249792,48,5204.0,C,1965-01-13,55,1193.0,classic,17279.3,94979.3,58753.857500000006,53751.94545454546,1,1,33,284
7559,9054,9362,7559,56,monthly,1997-05-24,owner,6539,1998-07-11,12792,12,1066.0,C,1973-07-19,56,,,10154.0,900.0,27521.834722222226,27025.630555555555,1,0,24,413
8225,9851,10159,8225,50,monthly,1996-12-07,owner,6682,1998-03-30,36204,12,3017.0,D,1938-01-06,50,,,-210.8,6892.3,33380.145283018865,40248.01818181819,0,0,60,478
10134,12160,12468,10134,22,monthly,1997-04-26,owner,7067,1998-01-11,136368,24,5682.0,C,1969-07-04,22,,,114164.6,96711.2,60954.80204081636,55105.184615384605,1,0,28,260
1978,2403,2403,1978,57,weekly,1993-06-11,owner,5351,1994-12-04,205200,36,5700.0,A,1963-01-25,1,,,21136.3,93928.5,57558.30743801652,51720.65874999996,1,0,31,541
5196,6275,6275,5196,13,weekly,1997-06-29,owner,6059,1997-12-28,79824,12,6652.0,A,1956-12-30,13,831.0,classic,114330.6,85844.9,52660.844,300.0,1,1,41,182
5267,6363,6363,5267,4,monthly,1996-01-12,owner,6075,1997-11-26,129312,24,5388.0,D,1973-10-20,4,,,-2125.3,99124.8,44608.75277777776,49702.05701754384,0,0,24,684
8041,9625,9933,8041,1,monthly,1993-10-10,owner,6645,1994-11-06,140400,36,3900.0,A,1941-10-15,74,1025.0,classic,115000.2,76012.3,44860.50249999999,46278.45789473684,1,1,53,392
1250,1509,1509,1250,62,monthly,1996-03-28,owner,5209,1996-11-25,182640,48,3805.0,C,1942-04-19,62,,,20631.0,64411.8,39881.693750000006,23141.916666666668,1,0,54,242
2322,2809,2809,2322,33,monthly,1995-01-02,owner,5445,1996-06-29,46320,24,1930.0,A,1979-02-14,33,,,105594.9,95662.9,44840.91916167665,50350.87933884293,1,0,17,544
5120,6178,6178,5120,1,monthly,1993-06-21,owner,6038,1994-08-10,323472,48,6739.0,A,1940-10-15,1,823.0,classic,10904.9,91834.1,42449.23999999996,48846.75624999999,1,1,53,415
3674,4428,4428,3674,38,monthly,1993-03-12,owner,5723,1994-09-10,23628,12,1969.0,A,1954-03-09,38,,,1000.0,89217.1,42143.18163265308,35225.98275862069,1,0,40,547
6461,7796,7796,6461,50,monthly,1996-07-17,owner,6313,1997-06-15,150912,36,4192.0,C,1975-09-27,50,918.0,classic,106956.3,98041.2,52357.486666666686,66283.99090909094,1,1,21,333
6461,7797,7797,6461,50,monthly,1996-07-17,disponent,6313,1997-06-15,150912,36,4192.0,C,1970-07-30,50,,,106956.3,98041.2,52357.486666666686,66283.99090909094,1,0,26,333
9646,11566,11874,9646,1,weekly,1996-07-30,owner,6962,1998-04-02,279072,48,5814.0,C,1969-01-19,1,,,100260.1,99403.0,43297.16962025317,40398.48055555557,1,0,29,611
9646,11567,11875,9646,1,weekly,1996-07-30,disponent,6962,1998-04-02,279072,48,5814.0,C,1967-06-23,1,,,100260.1,99403.0,43297.16962025317,40398.48055555557,1,0,30,611
10001,11995,12303,10001,24,monthly,1995-05-28,owner,7034,1996-07-11,19044,36,529.0,C,1974-04-05,24,,,24726.0,64981.1,43543.2507936508,43201.26969696969,1,0,22,410
4576,5517,5517,4576,27,monthly,1993-06-05,owner,5918,1994-06-04,300204,36,8339.0,A,1964-03-13,57,,,13241.5,57676.7,33993.65757575759,40299.61923076922,1,0,30,364
7614,9119,9427,7614,62,monthly,1995-02-08,owner,6550,1996-05-18,320592,48,6679.0,C,1970-11-09,62,989.0,classic,101393.1,98950.4,61670.33292682923,55824.71904761905,1,1,25,465
7614,9120,9428,7614,62,monthly,1995-02-08,disponent,6550,1996-05-18,320592,48,6679.0,C,1965-05-09,62,,,101393.1,98950.4,61670.33292682923,55824.71904761905,1,0,31,465
9928,11912,12220,9928,60,monthly,1995-11-09,owner,7013,1996-08-02,89340,60,1489.0,C,1971-11-12,60,,,12042.0,54628.1,38982.97027027029,25469.477777777774,1,0,24,267
9928,11913,12221,9928,60,monthly,1995-11-09,disponent,7013,1996-08-02,89340,60,1489.0,C,1971-02-24,60,,,12042.0,54628.1,38982.97027027029,25469.477777777774,1,0,25,267
5912,7150,7150,5912,45,monthly,1996-10-25,owner,6207,1998-06-23,184620,60,3077.0,C,1963-09-16,45,,,1100.0,65517.7,34682.061682242995,35451.685333333335,1,0,34,606
6701,8091,8091,6701,49,weekly,1993-03-15,owner,6356,1993-12-08,95400,36,2650.0,A,1971-02-10,5,,,10116.6,92354.8,42817.23720930233,51396.66,1,0,22,268
9833,11794,12102,9833,20,monthly,1993-07-24,owner,6998,1994-05-21,97632,12,8136.0,A,1968-09-07,21,,,104176.3,87580.6,53274.08620689657,59959.769230769234,1,0,25,301
2018,2451,2451,2018,42,monthly,1995-06-04,owner,5358,1997-01-21,38520,12,3210.0,A,1939-12-06,42,,,10945.6,900.0,20346.86,19693.036986301373,1,0,57,597
2268,2746,2746,2268,1,monthly,1995-02-11,owner,5429,1996-07-18,20196,36,561.0,C,1971-02-25,1,,,200.0,77158.8,51804.658888888895,46215.968421052654,1,0,25,523
9633,11549,11857,9633,70,monthly,1996-01-08,owner,6959,1997-06-30,59448,24,2477.0,D,1952-08-26,70,,,-3204.1,95438.0,44480.985714285714,51293.20277777778,0,0,44,539
3112,3763,3763,3112,38,monthly,1994-08-12,owner,5610,1996-02-24,123216,48,2567.0,C,1977-08-12,38,587.0,junior,103471.0,98666.0,69247.10086206878,75358.37605633798,1,1,18,561
3112,3764,3764,3112,38,monthly,1994-08-12,disponent,5610,1996-02-24,123216,48,2567.0,C,1978-01-29,38,,,103471.0,98666.0,69247.10086206878,75358.37605633798,1,0,18,561
11065,13295,13603,11065,11,monthly,1993-03-19,owner,7249,1994-06-12,69360,48,1445.0,A,1941-07-28,46,,,1100.0,49468.6,33469.65555555557,33263.22222222222,1,0,52,450
2334,2822,2822,2334,50,monthly,1996-03-19,owner,5446,1997-08-04,48312,24,2013.0,C,1958-10-19,50,,,12526.1,600.0,31097.49659090908,32350.71636363636,1,0,38,503
7542,9032,9340,7542,54,monthly,1996-05-16,owner,6534,1997-10-19,590820,60,9847.0,C,1967-08-22,54,,,12266.2,7149.2,28309.880582524274,27967.268750000003,1,0,30,521
9403,11266,11574,9403,1,weekly,1993-03-27,owner,6919,1994-08-05,120888,36,3358.0,A,1944-04-20,1,,,103329.0,91115.4,41252.69325842696,45932.74500000004,1,0,50,496
5001,6042,6042,5001,53,monthly,1995-12-15,owner,6015,1996-11-09,110112,24,4588.0,A,1963-10-12,53,,,101140.5,99572.5,73360.12816901409,50483.63333333333,1,0,33,330
6358,7678,7678,6358,3,monthly,1995-05-27,owner,6296,1996-08-06,270384,48,5633.0,C,1962-04-07,3,,,19079.8,91294.4,48979.06172839505,51174.239999999976,1,0,34,437
6425,7753,7753,6425,31,monthly,1993-03-29,owner,6306,1994-12-20,36684,12,3057.0,A,1978-09-23,70,,,13068.0,700.0,30220.999152542376,31031.966666666656,1,0,16,631
1772,2148,2148,1772,31,weekly,1995-02-20,owner,5312,1996-03-13,202788,36,5633.0,C,1953-07-20,31,,,103493.0,94680.9,56597.44444444442,61000.14848484853,1,0,42,387
3329,4024,4024,3329,3,monthly,1996-10-12,owner,5651,1997-12-08,19248,12,1604.0,A,1964-10-16,3,,,18929.0,60870.3,36092.539393939405,38939.21621621624,1,0,33,422
3329,4025,4025,3329,3,monthly,1996-10-12,disponent,5651,1997-12-08,19248,12,1604.0,A,1971-10-07,3,,,18929.0,60870.3,36092.539393939405,38939.21621621624,1,0,26,422
5228,6317,6317,5228,77,after_tr,1993-06-23,owner,6066,1994-07-11,173808,24,7242.0,A,1957-01-27,77,,,1000.0,99815.3,60965.90447761189,63976.80882352941,1,0,37,383
5228,6318,6318,5228,77,after_tr,1993-06-23,disponent,6066,1994-07-11,173808,24,7242.0,A,1950-03-05,77,,,1000.0,99815.3,60965.90447761189,63976.80882352941,1,0,44,383
7424,8894,9202,7424,68,monthly,1996-07-28,owner,6502,1997-12-08,30276,12,2523.0,A,1962-02-09,68,,,102065.1,99565.1,61514.90454545458,63688.26238532111,1,0,35,498
8772,10505,10813,8772,1,monthly,1996-05-16,owner,6763,1997-06-19,88272,48,1839.0,C,1979-05-13,1,,,11375.2,9443.9,18067.014285714293,24631.145714285725,1,0,18,399
1580,1913,1913,1580,69,monthly,1996-01-08,owner,5281,1997-11-27,194256,24,8094.0,C,1968-04-15,69,304.0,classic,100038.1,97017.7,51457.30775193799,52918.96057692309,1,1,29,689
3021,3649,3649,3021,10,monthly,1996-04-20,owner,5591,1996-12-04,155616,48,3242.0,C,1959-10-25,10,,,19751.0,62153.6,40376.69166666666,16047.15,1,0,37,228
5574,6731,6731,5574,13,weekly,1994-07-14,owner,6137,1996-04-10,44628,12,3719.0,A,1943-11-26,13,,,101223.5,92466.8,49334.881294964005,43023.23020833333,1,0,52,636
5628,6798,6798,5628,61,monthly,1994-06-17,owner,6151,1995-04-25,225420,60,3757.0,C,1948-08-03,61,,,14018.0,53271.6,30794.50869565218,28181.125,1,0,46,312
2187,2647,2647,2187,9,weekly,1996-02-26,owner,5398,1997-11-04,53472,12,4456.0,A,1940-03-26,9,,,100550.8,99632.0,63842.06538461536,61589.32234042552,1,0,57,617
2187,2648,2648,2187,9,weekly,1996-02-26,disponent,5398,1997-11-04,53472,12,4456.0,A,1934-10-10,9,,,100550.8,99632.0,63842.06538461536,61589.32234042552,1,0,63,617
5215,6301,6301,5215,55,monthly,1993-07-01,owner,6064,1994-08-04,14628,12,1219.0,A,1949-03-08,55,834.0,classic,14203.6,52184.7,32467.699999999964,33991.06595744678,1,1,45,399
5724,6922,6922,5724,14,after_tr,1995-04-19,owner,6173,1997-01-08,232560,48,4845.0,C,1939-04-27,14,,,10455.8,9894.8,40095.219277108416,39827.24873949578,1,0,57,630
7769,9303,9611,7769,23,monthly,1993-10-03,owner,6580,1994-05-22,196080,48,4085.0,A,1958-05-27,23,,,17227.4,95840.3,46525.45000000001,55396.59999999999,1,0,36,231
10884,13072,13380,10884,65,monthly,1995-02-20,owner,7213,1996-02-13,113544,36,3154.0,C,1942-09-18,65,,,17104.0,700.0,35456.577049180334,41218.55714285714,1,0,53,358
2694,3251,3251,2694,7,monthly,1993-03-08,owner,5519,1994-03-08,91632,12,7636.0,A,1962-12-28,52,,,18285.0,700.0,40944.11093750001,42036.85999999999,1,0,31,365
2694,3252,3252,2694,7,monthly,1993-03-08,disponent,5519,1994-03-08,91632,12,7636.0,A,1961-03-26,52,,,18285.0,700.0,40944.11093750001,42036.85999999999,1,0,32,365
3115,3767,3767,3115,14,monthly,1996-03-27,owner,5611,1996-11-15,321180,60,5353.0,C,1936-09-07,14,,,19592.2,90257.3,42742.10625000002,28447.080000000005,1,0,60,233
3115,3768,3768,3115,14,monthly,1996-03-27,disponent,5611,1996-11-15,321180,60,5353.0,C,1944-03-04,14,,,19592.2,90257.3,42742.10625000002,28447.080000000005,1,0,52,233
9422,11288,11596,9422,70,monthly,1996-03-06,owner,6921,1996-10-29,86184,12,7182.0,A,1940-12-04,70,1111.0,classic,128146.0,98768.3,63001.46363636363,44840.03333333333,1,1,55,237
2933,3542,3542,2933,10,monthly,1993-06-18,owner,5568,1994-05-17,272520,60,4542.0,C,1939-09-02,10,,,103322.4,99234.4,45427.91298701291,44645.68749999999,1,0,54,333
2933,3543,3543,2933,10,monthly,1993-06-18,disponent,5568,1994-05-17,272520,60,4542.0,C,1941-08-19,10,,,103322.4,99234.4,45427.91298701291,44645.68749999999,1,0,52,333
8505,10184,10492,8505,70,monthly,1997-03-20,owner,6727,1997-12-10,42840,12,3570.0,A,1937-11-11,70,,,1100.0,51098.1,34656.307894736834,25410.07,1,0,60,265
9859,11825,12133,9859,27,monthly,1996-07-08,owner,7001,1997-08-10,300600,60,5010.0,C,1964-06-26,27,1138.0,classic,103404.8,99804.8,52684.3609195402,57068.7707317073,1,1,33,398
2335,2823,2823,2335,70,monthly,1996-04-04,owner,5447,1997-11-12,541200,60,9020.0,D,1946-12-18,70,,,-10318.5,9608.1,13018.096319018396,19331.85535714285,0,0,50,587
7123,8598,8598,7123,64,after_tr,1993-04-14,owner,6456,1993-12-09,47016,12,3918.0,A,1957-12-31,46,,,101285.4,91459.4,59567.30270270269,20081.5,1,0,35,239
11362,13663,13971,11362,67,monthly,1995-10-14,owner,7308,1996-12-27,129408,24,5392.0,A,1962-10-19,67,,,1000.0,56055.6,30941.75257731958,38254.28958333334,1,0,34,440
2106,2550,2550,2106,1,monthly,1996-02-01,owner,5375,1996-10-03,101520,12,8460.0,A,1976-10-12,1,,,12742.0,43218.7,28243.353125,18034.02857142857,1,0,19,245
790,946,946,790,54,monthly,1993-05-11,owner,5126,1994-07-24,208128,48,4336.0,B,1951-08-06,54,159.0,classic,-1069.7,9900.0,34095.48070175437,41852.66857142853,0,1,42,439
2062,2501,2501,2062,70,monthly,1996-03-06,owner,5366,1996-10-29,86184,12,7182.0,A,1940-12-04,70,394.0,classic,128146.0,98768.3,64216.112121212114,44840.03333333333,1,1,55,237
4456,5376,5376,4456,14,monthly,1996-09-03,owner,5889,1998-02-09,321240,60,5354.0,C,1970-01-23,14,782.0,classic,101141.8,99138.5,78694.57769230768,71705.04936708859,1,1,28,524
501,603,603,501,13,monthly,1995-10-21,owner,5082,1996-10-24,262980,60,4383.0,C,1966-03-09,13,,,24213.6,900.0,42093.52199999999,45319.864,1,0,30,369
8972,10742,11050,8972,70,monthly,1996-05-21,owner,6805,1996-12-21,45024,48,938.0,C,1957-05-04,70,,,29536.5,800.0,40829.99666666668,20924.33333333333,1,0,39,214
10093,12108,12416,10093,1,weekly,1994-07-01,owner,7057,1995-10-20,231696,36,6436.0,A,1973-05-30,1,,,100991.9,96380.6,46386.12173913047,47643.18857142852,1,0,22,476
10093,12109,12417,10093,1,weekly,1994-07-01,disponent,7057,1995-10-20,231696,36,6436.0,A,1974-01-03,1,,,100991.9,96380.6,46386.12173913047,47643.18857142852,1,0,21,476
10243,12291,12599,10243,44,monthly,1997-09-03,owner,7091,1998-09-22,113436,36,3151.0,C,1956-01-01,44,1165.0,classic,100168.8,98912.8,67575.27708333333,73227.39122807018,1,1,42,384
525,631,631,525,70,monthly,1996-03-20,owner,5086,1997-07-16,210384,48,4383.0,C,1956-03-22,70,,,121135.2,96567.0,45253.26538461538,34707.16818181818,1,0,41,483
10404,12494,12802,10404,1,monthly,1996-12-30,owner,7129,1998-03-01,194280,60,3238.0,C,1969-08-12,1,1175.0,classic,24721.0,77920.1,48992.47941176469,49303.90576923077,1,1,28,426
290,352,352,290,56,monthly,1993-12-02,owner,5032,1994-11-03,123696,48,2577.0,A,1940-08-27,56,,,11100.0,89822.2,51257.49999999999,56373.39375,1,0,54,336
5602,6764,6764,5602,19,after_tr,1996-07-10,owner,6147,1997-12-28,177504,48,3698.0,C,1944-04-12,19,855.0,classic,100225.4,95542.0,46023.96341463414,53759.88124999999,1,1,53,536
7136,8615,8615,7136,12,weekly,1995-04-09,owner,6461,1996-09-19,74124,36,2059.0,C,1939-04-13,12,,,100625.9,97282.9,55843.54347826087,61877.20579710145,1,0,57,529
8926,10689,10997,8926,1,monthly,1997-03-21,owner,6791,1998-01-23,566640,60,9444.0,C,1972-02-06,1,,,17789.0,61992.7,38261.1968253968,35242.72666666667,1,0,25,308
8926,10690,10998,8926,1,monthly,1997-03-21,disponent,6791,1998-01-23,566640,60,9444.0,C,1967-12-19,1,,,17789.0,61992.7,38261.1968253968,35242.72666666667,1,0,30,308
9677,11603,11911,9677,8,monthly,1996-10-13,owner,6970,1997-06-17,31620,60,527.0,C,1939-10-24,8,,,14122.0,500.0,27290.261290322567,20053.783333333336,1,0,57,247
10451,12551,12859,10451,1,monthly,1993-08-29,owner,7142,1994-12-19,482940,60,8049.0,D,1976-05-21,1,,,13131.9,900.0,27653.812605042003,29762.6904109589,0,0,18,477
2516,3038,3038,2516,6,monthly,1995-11-16,owner,5486,1997-06-13,466608,48,9721.0,C,1946-03-05,6,,,10510.2,9205.0,34838.49368421052,34712.00327868851,1,0,51,575
4116,4956,4956,4116,6,monthly,1997-10-05,owner,5815,1998-06-03,151200,36,4200.0,C,1946-10-10,6,,,1000.0,91634.4,63748.34838709679,29252.33333333333,1,0,51,241
4550,5487,5487,4550,56,monthly,1997-02-06,owner,5909,1998-01-03,61320,60,1022.0,C,1947-09-17,56,,,17236.2,9360.5,22720.201538461537,22274.15,1,0,50,331
5927,7166,7166,5927,15,monthly,1993-11-26,owner,6210,1994-06-06,87216,48,1817.0,B,1964-05-13,15,,,16556.0,41410.0,29243.716,200.0,0,0,30,192
6062,7325,7325,6062,24,monthly,1996-08-28,owner,6235,1998-04-19,321360,60,5356.0,C,1975-01-24,24,886.0,classic,114077.2,89388.2,52803.55984848487,56240.31590909092,1,1,23,599
9225,11051,11359,9225,11,monthly,1996-01-01,owner,6871,1997-04-13,164256,48,3422.0,C,1972-08-20,11,,,100317.5,90584.6,43194.50000000002,47559.942,1,0,24,468
9225,11052,11360,9225,11,monthly,1996-01-01,disponent,6871,1997-04-13,164256,48,3422.0,C,1972-04-19,11,,,100317.5,90584.6,43194.50000000002,47559.942,1,0,25,468
3460,4182,4182,3460,16,monthly,1997-04-08,owner,5683,1998-05-29,140688,48,2931.0,C,1941-06-23,16,,,101192.6,98166.2,58456.183950617255,57717.99591836731,1,0,56,416
3460,4183,4183,3460,16,monthly,1997-04-08,disponent,5683,1998-05-29,140688,48,2931.0,C,1940-11-13,16,,,101192.6,98166.2,58456.183950617255,57717.99591836731,1,0,57,416
7753,9285,9593,7753,74,monthly,1993-02-08,owner,6577,1994-03-11,51696,24,2154.0,A,1968-01-28,74,1005.0,classic,102404.4,99668.3,59145.19072164946,65400.65614035086,1,1,26,396
2936,3546,3546,2936,3,monthly,1996-03-27,owner,5569,1998-01-20,504000,60,8400.0,C,1971-02-28,3,,,11579.8,9533.2,20562.57631578948,18869.914285714287,1,0,26,664
344,421,421,344,54,monthly,1993-12-01,owner,5044,1994-12-21,100980,60,1683.0,C,1965-07-31,54,,,21522.0,600.0,35062.54603174603,37135.50967741936,1,0,29,385
4099,4937,4937,4099,54,monthly,1996-05-26,owner,5808,1997-07-31,41856,48,872.0,C,1960-11-09,54,750.0,classic,24218.8,800.0,37982.964948453606,37516.367272727286,1,1,36,431
6083,7348,7348,6083,6,weekly,1996-09-19,owner,6239,1997-09-28,360864,48,7518.0,D,1977-10-26,6,,,10204.6,94315.9,53283.95066666666,73179.79999999999,0,0,19,374
9179,10996,11304,9179,28,monthly,1997-01-21,owner,6861,1998-02-28,215040,60,3584.0,C,1960-10-20,28,,,1000.0,74896.6,37962.439473684215,37894.51282051282,1,0,37,403
10788,12952,13260,10788,67,weekly,1993-11-22,owner,7198,1994-08-23,45768,12,3814.0,A,1977-05-27,72,,,15063.0,800.0,28236.145454545454,19120.625,1,0,17,274
11186,13442,13750,11186,12,monthly,1994-11-24,owner,7271,1996-10-02,392460,60,6541.0,C,1980-11-13,12,1239.0,junior,103423.9,99081.8,56808.39489051088,56186.553465346486,1,1,15,678
11186,13443,13751,11186,12,monthly,1994-11-24,disponent,7271,1996-10-02,392460,60,6541.0,C,1979-07-20,12,,,103423.9,99081.8,56808.39489051088,56186.553465346486,1,0,17,678
11265,13537,13845,11265,15,monthly,1993-01-14,owner,7284,1993-09-15,52788,12,4399.0,A,1973-02-16,15,,,1000.0,8618.0,22496.72500000001,16309.566666666668,1,0,20,244
7745,9274,9582,7745,2,monthly,1996-11-29,owner,6574,1997-12-20,77544,36,2154.0,C,1942-04-14,2,1003.0,classic,10163.4,90450.5,38356.97090909091,52356.15185185185,1,1,55,386
8533,10220,10528,8533,47,monthly,1995-10-10,owner,6732,1996-09-19,174048,48,3626.0,C,1952-02-16,47,1056.0,classic,102410.6,99459.7,73463.55245901637,62297.27999999999,1,1,44,345
8625,10328,10636,8625,64,monthly,1993-11-10,owner,6745,1995-04-10,47304,24,1971.0,A,1971-08-03,64,1064.0,classic,100554.0,98354.0,66265.19805194807,64098.602912621376,1,1,23,516
10233,12278,12586,10233,27,monthly,1996-02-21,owner,7088,1997-05-03,239160,60,3986.0,C,1947-01-30,27,,,20361.8,77714.9,37526.73298969072,37371.33673469388,1,0,50,437
3608,4352,4352,3608,72,weekly,1994-08-30,owner,5706,1996-05-24,161496,36,4486.0,C,1971-07-24,72,,,102068.5,95977.0,33245.212,35376.03541666667,1,0,24,633
8129,9735,10043,8129,45,monthly,1993-06-26,owner,6668,1994-07-30,74736,36,2076.0,A,1965-10-29,45,1036.0,classic,20412.0,700.0,38222.3295081967,39659.86071428571,1,1,28,399
9640,11558,11866,9640,1,monthly,1993-03-13,owner,6960,1995-01-11,76416,24,3184.0,A,1937-09-02,1,,,10398.7,9255.0,31689.746527777792,33351.99537037047,1,0,57,669
9640,11559,11867,9640,1,monthly,1993-03-13,disponent,6960,1995-01-11,76416,24,3184.0,A,1934-11-19,1,,,10398.7,9255.0,31689.746527777792,33351.99537037047,1,0,60,669
10079,12088,12396,10079,62,monthly,1993-05-06,owner,7055,1994-04-06,167100,60,2785.0,C,1970-01-17,62,1155.0,classic,100921.7,98584.1,65568.82602739723,75493.3861111111,1,1,24,335
10079,12089,12397,10079,62,monthly,1993-05-06,disponent,7055,1994-04-06,167100,60,2785.0,C,1973-06-02,62,,,100921.7,98584.1,65568.82602739723,75493.3861111111,1,0,20,335
